vol_requests,title,summary,category_desc,org_title,locality,recurrence_type,start_date_date,end_date_date,Latitude,Longitude,images
1,Grant Research (Fundraising and Developement ),NYAWC is seeking a volunteer to help research grant opportunities. Our programs and services for abused women and their children are funded by a combination of public and private sources.,Helping Neighbors in Need,New York Asian Women's Center,"32 Broadway
  New York, NY 10004",ongoing,July 15 2011,July 25 2011,40.70605,-74.0131,228.jpg
1,Chinese Translator Needed,The New York City Coalition Against Hunger is seeking a Chinese translator to help with translation work for our â€œGuide(s) to Free Food & Assistanceâ€ (aka â€œStreet Sheetsâ€ project).,Helping Neighbors in Need,New York City Coalition Against Hunger,"101 31st St
  New York, NY 10001",ongoing,March 02 2011,March 11 2011,40.70569,-74.0115,229.jpg
5,Client Care Services Volunteer,"The Client Care Services Volunteer would be assigned to the New York City Family Justice Center, Queens (QFJC). Flexible schedule (no less than 4 hours per week)",Helping Neighbors in Need,"New York City Family Justice Center, Queens","126 02 82nd Avenue Kew Gardens
  NY 11415",ongoing,April 15 2011,April 15 2012,40.71373,-73.8261,230.jpg
3,Grant Writing/Fundraising/Event Planning Intern,This would be a great way to gain hands-on experience in the nonprofit world! We are looking for help in developing our nonprofit organization in the following ways: 1)Grant-Writing 2)Research/Program Evaluation 3) Fundraising/Event Planning 4) Website Development 5) Business Plan/Proposal writers,Helping Neighbors in Need,New York Futsal,"233 77th Street
  New York, NY 10024",ongoing,April 13 2011,August 15 2011,40.78255,-73.9809,231.jpg
3,Volunteer for NYLAG's Food Stamps Project,"Volunteers needed to file for fair hearings, do client advocacy and screen clients for food stamps.",Helping Neighbors in Need,New York Legal Assistance Group,"7 Hanover Square
  New York, NY 10004",ongoing,August 16 2011,November 15 2012,40.70447,-74.0094,232.jpg
1,Volunteer-Foreclosure Prevention Project at NYLAG,The New York Legal Assistance Group is in need of a volunteer to assist with its Connect to Care/Foreclosure Defense Project.,Helping Neighbors in Need,New York Legal Assistance Group,"450 33rd Street
  New York, NY 10001-2603",ongoing,May 02 2011,August 01 2012,40.75348,-73.9986,233.jpg
1,Administrative Intern,NYLAG is currently looking for administrative interns to work with the executive assistant to the president of organization on special projects.,Helping Neighbors in Need,New York Legal Assistance Group,"7 Hanover Square
  New York, NY 10004",ongoing,August 16 2011,November 15 2012,40.70447,-74.0094,234.jpg
1,Volunteer for Consumer Protection Law Project,"The New York Legal Assistance (NYLAG), a non-profit law firm based in New York City, is recruiting volunteers for its Consumer Protection Law Project.",Helping Neighbors in Need,New York Legal Assistance Group,"7 Hanover Square
  New York, NY 10004",ongoing,August 16 2011,October 15 2012,40.70447,-74.0094,235.jpg
1,Volunteer for an Outreach Campaign on Public Benefits,Volunteers needed for an outreach campaign marketing Food Access and Medicaid within the 5 boroughs of NYC.,Helping Neighbors in Need,New York Legal Assistance Group,"7 Hanover Square
  New York, NY 10004",ongoing,August 15 2011,October 15 2012,40.70447,-74.0094,236.jpg
2,Teacher for ABE and Pre-GED students,A residential substance abuse treatment program needs a teacher for men and women ON-SITE at 2071 Fulton St. Brooklyn. Experience working with students at multiple levels is PREFERRED. Minimum three days a week. ..10-20 students.,Helping Neighbors in Need,"New York Therapeutic Communities, Inc.","2071 Fulton St
  Brooklyn, NY 11233",ongoing,September 12 2011,September 11 2012,40.67825,-73.9102,237.jpg
15,Shred Fest 2011!!,we are inviting all New Yorkers to protect their identity by bringing personal documents to be shredded for free at more locations than ever: 16 locations throughout the City. Shred Fest hours are from 10 am to 4 pm. Shred Fest volunteers will be needed on-site from 9:30 am to 4:30 pm.,Helping Neighbors in Need,NYC Department Of Consumer Affairs Office Of Financial Empowerment,"42 Broadway
  NY, NY 10004",onetime,May 22 2011,May 22 2011,40.70627,-74.0129,238.jpg
15,Rise Up Stay Put Home Rescue Fair!!,"(CNYCN) and its partners are now organizing 2011 Rise Up & Stay Put! Saturday, April 23 at York College in Queens, and a future date and location in Brooklyn this summer.",Helping Neighbors in Need,NYC Department Of Consumer Affairs Office Of Financial Empowerment,"160 02 Liberty Avenue
  Jamaica, NY 11451",onetime,April 23 2011,April 23 2011,40.70057,-73.7966,239.jpg
10,Help NYC Veterans,"On Thursday, April 21st our partners at America Works, and HRA Food Stamp Nutrition and Outreach Program (FSNOP) will be on-site at the Mayorâ€™s Office of Veteransâ€™ Affairs (MOVA) 346 Broadway, Room 817 to assist veterans seeking employment and apply for Food Stamps.",Helping Neighbors in Need,NYC Service,"346 Broadway
  New York, NY 10013",onetime,April 21 2011,April 21 2011,40.7167,-74.0042,240.jpg
50,Help New Yorkers Affected by the Storm in Queens,"Thousands of New Yorkers arenâ€™t able to dig out the snow; many need help shoveling snow, bringing groceries into their home, or traveling to mass transit hubs. If youâ€™re an able-bodied New Yorker with a few minutes to spare, please find an opportunity in your neighborhood below.",Helping Neighbors in Need,NYC Service,"253 Broadway
  New York, NY 10007",onetime,January 23 2011,January 23 2011,40.71327,-74.0071,241.jpg
50,Help New Yorkers Affected by the Storm In Staten Island,"Thousands of New Yorkers arenâ€™t able to dig out the snow; many need help shoveling snow, bringing groceries into their home, or traveling to mass transit hubs. If youâ€™re an able-bodied New Yorker with a few minutes to spare, please find an opportunity in your neighborhood below.",Helping Neighbors in Need,NYC Service,"253 Broadway
  New York, NY 10007",onetime,February 1 2011,February 1 2011,40.71327,-74.0071,242.jpg
36,Help the Catskills Relief Effort,Help our neighbors up north by staffing canned food drives at one of our Brooklyn farmer's markets.,Helping Neighbors in Need,NYC Service,"253 Broadway
  New York, NY 10007",ongoing,September 24 2011,October 08 2012,40.71327,-74.0071,243.jpg
50,Help New Yorkers Affected by the Storm in Brooklyn,"Thousands of New Yorkers arenâ€™t able to dig out the snow; many need help shoveling snow, bringing groceries into their home, or traveling to mass transit hubs. If youâ€™re an able-bodied New Yorker with a few minutes to spare, please find an opportunity in your neighborhood below.",Helping Neighbors in Need,NYC Service,"253 Broadway
  New York, NY 10007",onetime,January 23 2011,January 23 2011,40.71327,-74.0071,244.jpg
25,Sign Up for the CUNY - Citizenship Now! Volunteer Corps,"By joining the NYC/CUNY Citizenship Now! Corps you become part of a team that thrives on helping others. Corps volunteers also enjoy many benefits, including the following",Helping Neighbors in Need,NYC Service,"101 31st St
  New York, NY 10001",ongoing,September 22 2011,December 31 2012,40.74796,-73.9892,245.jpg
20,Interpreters and Lawyers Needed to Help the NYC Haitian Community,"On Saturday, June 11, 2011, the Mayorâ€™s Office of Immigrant Affairs together with the City University of New York's Citizenship Now! and the Legal Aid Society is hosting a service event to help eligible Haitian nationals apply for Temporary Protected Status (TPS) or their extension for TPS.",Helping Neighbors in Need,NYC Service,"181 Brooklyn
  NY 11203",onetime,June 11 2011,June 11 2011,40.64972,-73.9343,246.jpg
20,Help New Yorkers Affected by the Storm in the Bronx,"Thousands of New Yorkers arenâ€™t able to dig out the snow; many need help shoveling snow, bringing groceries into their home, or traveling to mass transit hubs. If youâ€™re an able-bodied New Yorker with a few minutes to spare, please find an opportunity in your neighborhood below.",Helping Neighbors in Need,NYC Service,"253 Broadway
  New York, NY 10007",onetime,January 23 2011,January 23 2011,40.71327,-74.0071,247.jpg
20,Help Build a Plastic Bottle Sculpture,Help build a sculpture from plastic bottles to raise recycling awareness and promote the high quality of NYC Water.,Helping Neighbors in Need,Office of Recycling Outreach and Education,"DEP Visitor Center Brooklyn, NY 11222",onetime,May 21 2011,May 21 2011,40.67825,-73.5563,248.jpg
6,Volunteer to teach ESL students in Chinatown!,"CVM AmeriCorpsâ€™ English Language Literacy program offers free ESL classes to adult learners in the Chinatown and LES community. We currently have four classes - Beginner 1,Beginner 2, Intermediate, and Advanced Conversation. Our classes run on a Monday to Thursday schedule, from 6:30 â€“ 8:30pm.",Helping Neighbors in Need,Pace University Community & Volunteer Mobilization AmeriCorps,"41 Park Row
  New York, NY 10038",ongoing,July 25 2011,June 19 2012,40.71187,-74.0064,249.jpg
1,Looking for a Special Opportunity to Make a Real Impact?,Pajama Program is currently seeking an individual with experience in: - Fundraising events - Identifying and cultivating long-term supporters and major gift donors who are aligned with Pajama Program's mission,Helping Neighbors in Need,Pajama Program,"34 39th Street
  New York, NY 10016",ongoing,March 17 2011,March 16 2012,40.75053,-73.9798,250.jpg
10,Volunteer program aide/escort,Assist staff in providing program and transportation to clients in a fun and challenging environment.,Helping Neighbors in Need,Park Slope Geriatric Day Center,"199 14th Street
  Brooklyn, NY 11215",ongoing,April 20 2011,April 19 2012,40.66697,-73.9904,251.jpg
3,Bronx Non-Profit Legal Service Provider Seeks Interns,Part of the Solution (POTS) Legal Clinic (www.potsbronx.org) serves low-income residents of the Bronx.,Helping Neighbors in Need,Part of the Solution (POTS),"2763 Webster Ave
  Bronx, NY 10458",ongoing,September 15 2011,September 14 2012,40.86571,-73.8863,252.jpg
25,Donate School Supplies to Kids in the Bronx,Help kids from low-income families start the school year on a positive note!,Helping Neighbors in Need,Part of the Solution (POTS),"2763 Webster Avenue
  Bronx, NY 10458",ongoing,June 9 2011,September 15 2011,40.86571,-73.8863,253.jpg
2,Case Management Intern,"In 2010, POTSâ€™ Case Managers helped close to 1,100 people including 315 families with 300+ children identify barriers to stability and take steps to address them. 369 individuals were provided information and referrals to link with detox, educational and employment programs, shelter.",Helping Neighbors in Need,Part of the Solution (POTS),"2763 Webster Avenue
  Bronx, NY 10458",ongoing,June 29 2011,June 28 2012,40.86571,-73.8863,254.jpg
10,Driver and Delivery volunteers,Paws of Hope Foundation seeks New York State licensed drivers with truck or van or access to truck or van for petfood bank.,Helping Neighbors in Need,Paws of Hope foundation,"934 New
  York, NY 10156",ongoing,March 23 2011,March 22 2012,40.74682,-73.9768,255.jpg
20,Professional Development Trainers,The Police Athletic League of New York City seeks skilled volunteers to provide vocational training for teens and young adults.,Helping Neighbors in Need,Police Athletic League Of New York,"34 1 2 East 12th Street
  New York, NY 10003",ongoing,February 01 2011,February 01 2012,40.73443,-73.994,256.jpg
30,National Sexual Assault Online Hotline Volunteer,"RAINN (Rape, Abuse & Incest National Network) is seeking volunteers in the New York City area to assist with the National Sexual Assault Online Hotline.",Helping Neighbors in Need,"Rape, Abuse & Incest National Network","218 18th Street
  New York, NY 10003",ongoing,July 28 2011,July 27 2012,40.73538,-73.9844,257.jpg
20,Cheerleaders Wanted!,"Cheer on the hundreds of athletes with developmental disabilities who will be participating in the SUS Olympics on May 20th at Riverbank State Park. Services for the UnderServed (SUS) needs assistance with running the event, including being timers, measuring throws, and awarding medals.",Helping Neighbors in Need,"Services for the UnderServed, Inc.","305 Seventh Avenue
  New York, NY 10001",onetime,May 20 2011,May 20 2011,40.74682,-73.9937,258.jpg
1,Russian translator,Volunteer needed to translate written materials from English into Russian.,Helping Neighbors in Need,"Services for the UnderServed, Inc.","305 Seventh Avenue
  New York, NY 10001",ongoing,July 20 2011,September 1 2011,40.74682,-73.9937,259.jpg
